title,url,date_published,snippet,body
East Timor looks to oldest president for generational change,https://www.aljazeera.com/news/2022/5/27/east-timors-oldest-president-could-lead-generational-change,2022-05-27T06:47:30Z,"Ramos-Horta, 72, is the latest independence hero to take the reins but could be the one to empower younger leaders.","Dili, East Timor In the middle of his speech marking the 20th anniversary of East Timors restoration of independence, newly inaugurated president José Ramos-Horta stopped for a moment to tell the aud… [+10745 chars]"
New Zealand's Ardern urges US to return to regional trade pact,https://www.aljazeera.com/economy/2022/5/26/new-zealands-ardern-urges-us-to-return-to-regional-trade-pact,2022-05-26T02:57:41Z,Remarks are latest signal by an Asia-Pacific leader that US President Biden’s engagement with region is falling short.,"New Zealand Prime Minister Jacinda Ardern has urged the United States to rejoin a sweeping trade deal it quit in 2017, in the latest signal by an Asia-Pacific leader that Washingtons efforts to engag… [+2647 chars]"
Can crypto help Afghans? Some think so,https://www.aljazeera.com/economy/2022/6/9/can-crypto-help-afghans-some-definitely-think-so,2022-06-09T09:12:11Z,Crypto enthusiasts say it's the only solution to the cash crunch that was created when the Taliban took over.,"Kabul, AfghanistanThe first time Sulaiman Bin Shah used crypto was as a Fulbright scholar in California. He had been hearing about the decentralised coins for some time and wanted to try them out.
A… [+11522 chars]"
"China, Pacific islands fail to reach consensus on security pact",https://www.aljazeera.com/news/2022/5/30/china-pacific-islands-fail-to-reach-consensus-on-security-pact,2022-05-30T09:56:50Z,Wang Yi urges Pacific region not to be 'too anxious' about China's aims after failing to agree on a security deal.,Chinese foreign minister Wang Yi and counterparts in 10 Pacific Island nations have failed to reach consensus at talks on a sweeping security and trade deal amid concerns that the proposal could thre… [+4836 chars]
Sri Lankan prime minister says that the nation's economy has collapsed,https://www.npr.org/2022/06/23/1106994140/sri-lankan-prime-minister-says-nations-economy-has-collapsed,2022-06-23T13:04:03Z,"Sri Lanka's debt-laden economy has ""collapsed"" after months of shortages of food, fuel and electricity, the prime minister told lawmakers Wednesday.","Women wait in line to buy kerosene in in Colombo, Sri Lanka, on June 11, 2022.
Eranga Jayawardena/AP
COLOMBO, Sri Lanka Sri Lanka's debt-laden economy has ""collapsed"" after months of shortages of f… [+4902 chars]"
Muslim countries express outrage to India over derogatory remarks about Islam,https://www.npr.org/2022/06/06/1103271374/muslim-countries-angry-india-insults-islam-prophet-muhammad,2022-06-06T12:03:30Z,India is facing major diplomatic outrage from Muslim-majority countries after top officials in the governing Hindu nationalist party made derogatory references to Islam and the Prophet Muhammad.,"Indian Muslims shout slogans as they react to the derogatory references to Islam and the Prophet Muhammad made by top officials in the governing Hindu nationalist party during a protest in Mumbai, In… [+5921 chars]"
1 billion pills: The number of seized drugs reaches ominous record in Asia,https://www.npr.org/2022/05/30/1102031476/number-of-seized-drugs-reaches-record-in-asia,2022-05-30T09:39:45Z,A U.N. official calls for new policies across East Asia to halt the soaring production of methamphetamines.,"Smokes and flames billow from burning narcotic drugs during a destruction ceremony of seized narcotic drugs in outskirts of Yangon, Myanmar on June 26, 2018.
Thein Zaw/AP
BANGKOK The number of meth… [+5075 chars]"
Afghanistan dominates global opium production. The Taliban is shutting that down,https://www.npr.org/2022/06/02/1102586941/afghanistan-opium-heroin-taliban-poppy-farmers-ban,2022-06-02T13:10:51Z,"After the group retook power in the country in 2021, it banned poppy cultivation. Now it's tearing the plants out, field by field. But farmers and workers worry there's no money in other crops.","Taliban officials eradicate a poppy field on Sunday in Washir, a district of Helmand province in Afghanistan. The country's Taliban rulers have begun a campaign to eradicate poppy cultivation, aiming… [+4752 chars]"
"Biden said the G-7 would counter Chinese influence. This year, he'll try again",https://www.npr.org/2022/06/24/1106979380/g7-summit-2022-germany-global-infrastructure,2022-06-24T10:58:30Z,"At the last G-7, President Biden announced a plan for the West to counter China's influence in low- and middle-income countries. But not much has happened since. This year, there's a relaunch.","Last year, President Biden announced ""Build Back Better World,"" meant to compete with China's Belt and Road Initiative. This year at the G-7, Biden will unveil the first projects.
Brendan Smialowski… [+8889 chars]"
Russia-Ukraine war: What happened today (June 7),https://www.npr.org/2022/06/07/1103457466/russia-ukraine-war-what-happened-today-june-7,2022-06-07T21:04:51Z,"As Tuesday draws to a close in Kyiv and in Moscow, here are the key developments of the day:
The World Bank warned that Russia's invasion of Ukraine ""has magnified the slowdown in the global economy, which is entering what could become a protracted period of …","A civilian militia member holds a rifle during training at a shooting range on the outskirts of Kyiv on Tuesday.
Natacha Pisarenko/AP
As Tuesday draws to a close in Kyiv and in Moscow, here are the… [+3145 chars]"
What some analysts are focused on after Wall Street’s meltdown.,https://www.nytimes.com/live/2022/06/14/business/bear-market-stocks-inflation-news,2022-06-14T15:09:12Z,"The S&P 500 had closed in bear market territory on Monday, down 22 percent from its Jan 3. peak. European stocks wobbled, while Asian equities pared their losses.","Stocks on Wall Street began trading on Tuesday with a modest gain, a day after a rush of selling pushed the S&amp;P 500 into a bear market, leaving the index more than 20 percent below its recent pea… [+6176 chars]"
"The Russian Ruble Keeps Rising, Hitting a Seven-Year High",https://www.nytimes.com/2022/06/21/business/russian-ruble-ukraine.html,2022-06-21T14:28:22Z,"A combination of capital controls, rising exports and falling imports have strengthened the Russian currency since it plunged in the weeks after Russia’s invasion of Ukraine.","Higher earnings from oil and gas exports, which have surged as prices rise and demand in Asia makes up for cutbacks in Europe, have kept the ruble elevated. At the same time, Russian imports have fal… [+664 chars]"
S&P 500 Falls Into Bear Market Territory: Live Updates,https://www.nytimes.com/live/2022/06/13/business/stocks-bear-market,2022-06-13T13:58:01Z,Fears about inflation and economic growth are pushing markets lower.,"U.S. stocks opened in bear market territory on Monday, a 20 percent decline from their peak in January, a sign of growing pessimism about the outlook for the economy.Markets around the world tumbled,… [+3025 chars]"
"In Russia’s War on Ukraine, China and India Emerge as Financiers",https://www.nytimes.com/2022/06/24/business/russia-oil-china-india-ukraine-war.html,2022-06-24T09:00:44Z,Their purchases of Russian crude are undermining the West’s efforts to isolate the Kremlin and upending the global oil markets.,"A new alignment of world politics is unfolding across the globe that is being drawn with oil and gas, said Daniel Yergin, author of The New Map: Energy, Climate, and the Clash of Nations. And China a… [+1089 chars]"
"The Russian ruble keeps rising, hitting a seven-year high.",https://www.nytimes.com/2022/06/21/business/the-russian-ruble-keeps-rising-hitting-a-seven-year-high.html,2022-06-21T12:55:56Z,"A combination of capital controls, rising exports and falling imports have strengthened the Russian currency since it plunged in the weeks after Russia’s invasion of Ukraine.","Higher earnings from oil and gas exports, which have surged as prices rise and demand in Asia makes up for cutbacks in Europe, have kept the ruble elevated. At the same time, Russian imports have fal… [+664 chars]"
Sales at Art Basel Fair Don’t Show Signs of Downturn,https://www.nytimes.com/2022/06/16/arts/design/art-basel-fair-sales-louise-bourgeois.html,2022-06-16T19:23:29Z,"In the first full in-person fair in its usual June slot since 2019, Art Basel saw numerous big-ticket items sell, including a $40 million Louise Bourgeois spider.","BASEL, Switzerland War is raging in Ukraine. Stocks are down 20 percent; inflation is up more than 8 percent. The crypto economy is collapsing.
But back in the bubble of the international art world,… [+8634 chars]"
Your Wednesday Briefing: Asia Buys Up Russia’s Oil,https://www.nytimes.com/2022/06/21/briefing/russia-asia-oil-china-india.html,2022-06-21T20:44:21Z,"Also, a Times investigation into China’s expanding surveillance capabilities.",A property debt crisis and a sluggish economy in China have touched off a plunge in new home sales and depressed real estate prices for the first time in years jeopardizing an important investment fo… [+664 chars]
Ukraine Live Updates: Russia’s Economy Proves More Resilient Than Expected,https://www.nytimes.com/live/2022/06/11/world/russia-ukraine-war-news,2022-06-11T08:02:20Z,"Ukraine’s economy is damaged but functional. Its military is short of Western weapons, giving Russia an advantage along the eastern front.","Yevgeny Shumilkin is going back to work on Sunday. To prepare, he pulled the familiar M off what had been his McDonalds shirt and covered the M on his McDonalds jacket with a Russian flag patch.It wi… [+10129 chars]"
China Is Beating the U.S. in the Battle for Influence in Asia,https://www.nytimes.com/2022/06/01/opinion/us-biden-asia-china-economy-influence.html,2022-06-01T09:00:08Z,Biden’s Plans Will Do Little to Shore Up U.S. Leverage,"The plan calls for cooperation on trade, supply chains, infrastructure and fighting corruption. But it does not include better access to the huge U.S. import market, a crucial carrot that normally un… [+1995 chars]"
"Latest Economy, Business and Gas Tax News: Live Updates - The New York Times",https://www.nytimes.com/live/2022/06/21/business/economy-news-inflation-stocks,2022-06-21T10:09:07Z,"Latest Economy, Business and Gas Tax News: Live Updates  The New York Times","The Yang Mei Hu oil products tanker moored at a crude oil terminal in Nakhodka, Russia, this month.Credit...Tatiana Meel/Reuters
A surge in demand from Asia for discounted Russian oil is making up f… [+3400 chars]"
"Latest Stock Market, Economy and Business News: Live Updates - The New York Times",https://www.nytimes.com/live/2022/06/15/business/economy-news-inflation-russia,2022-06-15T09:54:55Z,The bank is concerned about a widening divergence in borrowing costs among the countries that use the euro.,"WASHINGTON President Biden chastised some of the largest oil companies for profiteering off surging energy prices and worsening that pain for consumers, as he increased the pressure on them to boost … [+6173 chars]"
Taiwan: Are the US and China heading to war over the island?,https://www.bbc.co.uk/news/world-asia-61782370,2022-06-14T00:23:36Z,The two superpowers have escalated their rhetoric in recent weeks - is a conflict on the horizon?,"By Tessa WongBBC News, Asia Digital Reporter
Weeks after the US president warned China over Taiwan, Beijing has delivered its sternest rebuttal yet, saying it would ""resolutely crush any attempt"" at… [+5285 chars]"
Covid-19: Japan reopens to tourists - but with strict rules,https://www.bbc.co.uk/news/business-61702904,2022-06-09T23:16:30Z,The once-popular Asian destination has some of the world's toughest Covid-19 restrictions.,"By Annabelle LiangBusiness reporter
Neasa Ronayne plans to visit Japan for the first time this year. 
She has paid more than £3,500 ($4,390) for a 16-day tour, as under the country's Covid-19 restr… [+4475 chars]"
Thailand legalises cannabis trade but still bans recreational use,https://www.bbc.co.uk/news/world-asia-61741422,2022-06-09T03:04:21Z,"Thais can now grow cannabis for commerce, but the rules still ban recreational use.","By Frances MaoBBC News
Image source, Getty Images
Image caption, It's now legal to grow cannabis plants and buy marijuana-infused dishes in Thailand
People in Thailand can now grow cannabis plants… [+3541 chars]"
The new airlines betting flying is about to take off,https://www.bbc.co.uk/news/business-61575429,2022-05-29T23:10:38Z,Many carriers went out of business during Covid but several seized a golden opportunity to launch.,"By Adrienne MurrayBusiness reporter, Oslo
Image caption, New Norwegian airline Norse Atlantic Airways takes to the skies on 14 June
The pandemic brought about the most turbulent period in commercia… [+7291 chars]"
Cost of living: The shock of rising prices in Japan,https://www.bbc.co.uk/news/business-61718906,2022-06-08T23:17:09Z,Why making Japan's favourite snack more expensive was so controversial it prompted an ad campaign.,"By Mariko OiAsia business correspondent
Image caption, While many parts of Asia grew richer over thee last three decades Japan's prosperity stagnated
As a child growing up in Japan, things very rar… [+5511 chars]"
Sri Lanka urges farmers to plant more rice amid crisis,https://www.bbc.co.uk/news/business-61655317,2022-06-01T04:26:54Z,"Inflation, the rate at which prices rise, has reached a new record high of 39.1% in the country.","Image source, Getty Images
Image caption, An anti-government protest in Sri Lanka
Sri Lanka is calling on farmers to grow more rice as it faces its worst economic crisis in more than 70 years. 
Th… [+3285 chars]"
Brics summit: Members push for global clout amid Ukraine war,https://www.bbc.co.uk/news/world-asia-india-61894760,2022-06-22T23:24:21Z,"Leaders from India, Russia, China, Brazil and South Africa meet amid major shifts in geopolitics.","By Vikas PandeyBBC News, Delhi
The leaders of the Brics group of nations are meeting this year amid major shifts in the geopolitical order.
The group, which owes its name to the initials of its fiv… [+5989 chars]"
Putin pushes for stronger ties with Brics nations amid unprecedented sanctions,https://www.straitstimes.com/world/putin-pushes-for-stronger-ties-with-brics-nations-amid-unprecedented-sanctions,2022-06-22T14:31:30Z,"Russia ‘actively redirecting trade flows to reliable partners’, he says.
 Read more at straitstimes.com.","MOSCOW (AFP) - Russian President Vladimir Putin on Wednesday (June 22) called for a strengthening of ties with the influential club of Brics emerging economies, amid unprecedented Western sanctions i… [+1380 chars]"
"Keep the South China Sea free, Biden tells Navy graduates",https://www.straitstimes.com/world/united-states/keep-the-south-china-sea-free-biden-tells-navy-graduates,2022-05-27T17:55:20Z,"He tells 1,200 graduating cadets they will be charged with helping ""preserve stability in an uncertain world.""
. Read more at straitstimes.com.","ANNAPOLIS, MARYLAND (REUTERS) - US President Joe Biden said on Friday (May 27) that Russian President Vladimir Putin's attempt to divide Europe by invading Ukraine had backfired and told Naval Academ… [+1593 chars]"
US to propose new Pacific island initiative next week,https://www.straitstimes.com/world/united-states/us-to-propose-new-pacific-island-initiative-next-week,2022-06-16T22:02:03Z,"US 'stepping up across the board' its engagement with Pacific island nations to address their concerns: Kurt Campbell
 Read more at straitstimes.com.","WASHINGTON (AFP) - The United States plans to propose a new initiative to address Pacific island issues next week as it scrambles to offset China's thrust into the region, a top White House official … [+1645 chars]"
Israel signs major trade pact with Gulf state UAE,https://www.straitstimes.com/world/middle-east/israel-signs-major-trade-pact-with-gulf-state-uae,2022-05-31T08:04:14Z,"DUBAI (REUTERS) - Israel signed a free trade agreement with the United Arab Emirates on Tuesday (May 31), its first big trade accord with an Arab state that reduces or removes tariffs and over time targets lifting annual bilateral trade to more than US$10 bil…","DUBAI (REUTERS) - Israel signed a free trade agreement with the United Arab Emirates on Tuesday (May 31), its first big trade accord with an Arab state that reduces or removes tariffs and over time t… [+2749 chars]"
"Western move to sanction Russia's oil exports boomerangs, for now",https://www.straitstimes.com/world/western-move-to-sanction-russias-oil-exports-boomerangs-for-now,2022-06-22T00:29:15Z,"Russia is making even more money now from oil sales than it did before the war began four months ago.
 Read more at straitstimes.com.","SEOUL (NYTIMES) - When the United States and European Union moved to curtail purchases of Russian fossil fuels this year, they hoped it would help make the Russian invasion of Ukraine so economically… [+7096 chars]"
Climate change erased a fifth of vulnerable nations' wealth: Report,https://www.straitstimes.com/world/climate-change-erased-a-fifth-of-vulnerable-nations-wealth-report,2022-06-09T09:36:53Z,"Heat, changes in rainfall patterns and other weather extremes are already putting a severe dent in developing economies.
 Read more at straitstimes.com.","PARIS (AFP) - Climate-vulnerable countries said disasters and weather patterns driven by global warming have wiped out around a fifth of their economic growth, in a report published on Wednesday (Jun… [+2766 chars]"
Sanctions-hit Kremlin to stage annual 'Russian Davos' bereft of financial elite,https://www.straitstimes.com/world/europe/sanctions-hit-kremlin-to-stage-annual-russian-davos-bereft-of-financial-elite,2022-06-14T15:36:37Z,"MOSCOW (REUTERS) - Russia for years hosted world leaders and business titans at its annual economic forum in St Petersburg, but the ""Russian Davos"" will see little of the global financial elite this time around with Moscow isolated by sanctions over its actio…","MOSCOW (REUTERS) - Russia for years hosted world leaders and business titans at its annual economic forum in St Petersburg, but the ""Russian Davos"" will see little of the global financial elite this … [+2869 chars]"
"As climate risks grow, businesses should take action to ensure their future survival: Bloomberg",https://www.straitstimes.com/world/as-climate-risks-grow-businesses-should-take-action-to-ensure-their-future-survival-bloomberg,2022-06-08T03:03:24Z,"Firms need to be able to price costs, benefits of shift from fossil fuels, so banks, investors can assess risks, opportunities.
 Read more at straitstimes.com.","SINGAPORE - The private sector is shifting to clean energy but to speed up this transition, firms need to be able to price the true costs and benefits of making the shift away from fossil fuels, so t… [+3037 chars]"
Tesla lays off Singapore country manager after Elon Musk warns of global job cuts,https://www.straitstimes.com/business/companies-markets/tesla-lays-off-singapore-country-manager-after-elon-musk-warns-of-global-job-cuts,2022-06-13T06:50:09Z,"Sources say Tesla Singapore will not have a country manager after Christopher Bousigues' role was chosen to be eliminated.
 Read more at straitstimes.com.","SINGAPORE - Tesla Singapore's country manager has been laid off as part of global job cuts that chief executive Elon Musk has warned about in recent weeks over worries about a coming recession.
In a… [+1102 chars]"
