title,url,date_published,snippet,body
Joe Biden vows to deepen America’s ties with South Korea,https://www.economist.com/asia/2022/05/26/joe-biden-vows-to-deepen-americas-ties-with-south-korea,2022-05-26T14:11:50Z,That works better when no mention is made of China,"When president joe biden paid a visit to South Korea on May 20th, the first stop on a five-day tour of East Asia, he brought a special present for his South Korean counterpart. Yoon Suk-yeol, who too… [+3134 chars]"
A plan to revive South Korea’s nuclear-power sector faces obstacles,https://www.economist.com/asia/2022/06/08/a-plan-to-revive-south-koreas-nuclear-power-sector-faces-obstacles,2022-06-08T16:48:29Z,But it could help wean the country off fossil fuels,"The south gate of Shin Hanul, a nuclear power station in Uljin on South Koreas east coast, does not get a lot of traffic. At lunchtime on a recent weekday there were no heavy vehicles to be seen, onl… [+3822 chars]"
How America tries to grapple with China while confronting Russia,https://www.economist.com/united-states/2022/06/16/how-america-tries-to-grapple-with-china-while-confronting-russia,2022-06-16T14:07:54Z,Travels with the defence secretary in quest of stronger ties,"Ramrod-straight in a crisp green uniform, General Wei Fenghe, Chinas defence minister, saluted the audience before letting rip. We require the us side to stop smearing and containing China. Stop inte… [+8744 chars]"
The zombie nuclear deal,https://www.economist.com/united-states/2022/06/02/the-zombie-nuclear-deal,2022-06-02T09:59:58Z,Iran’s defunct nuclear-containment pact has contaminated American politics,"Four months ago the Biden administration appeared to have decided it was now or never for Irans blighted nuclear-containment deal. Negotiated under Barack Obama then abrogated by Donald Trump, the Jo… [+5936 chars]"
"Containing Eritrea, the North Korea of Africa",https://www.economist.com/leaders/2022/05/26/containing-eritrea-the-north-korea-of-africa,2022-05-26T14:11:50Z,Sanctions should be reimposed on Issaias Afwerki’s regime,"Dictators seldom improve with age or time in office. As they grow accustomed to untrammelled power, they forget why restraint is a virtue. As they punish truth-tellers, they hear more lies. After yea… [+4428 chars]"
“Canada’s Trump” is politer than the real thing,https://www.economist.com/the-americas/2022/06/09/canadas-trump-is-politer-than-the-real-thing,2022-06-09T15:05:07Z,Pierre Poilievre is the front-runner to lead the Conservative Party,"On asunday in April 600 people packed into the Elks Lodge on the outskirts of North Bay in northern Ontario. Some had driven hours to hear Pierre Poilievre, the only Canadian politician who sets puls… [+4823 chars]"
A new nuclear era,https://www.economist.com/leaders/2022/06/02/a-new-nuclear-era,2022-06-02T09:15:42Z,"With his threats to use the bomb, Russia’s president has overturned the nuclear order","One hundred days ago Vladimir Putin launched his invasion of Ukraine by warning of a nuclear strike. Having exalted Russias atomic arsenal and promised Ukraines subjugation, he threatened countries t… [+6374 chars]"
“The Lazarus Heist” explains North Korea’s wild hacking spree,https://www.economist.com/culture/2022/06/23/the-lazarus-heist-explains-north-koreas-wild-hacking-spree,2022-06-23T10:29:44Z,The internet lets the hermit kingdom steal money from all over the world,"The Lazarus Heist. By Geoff White. Penguin Business; 304 pages; $29.95 and £20
The hermit kingdom of North Korea is so technologically backward that it is visibleor rather invisiblefrom space. Photo… [+3948 chars]"
The hotheads who could start a cold war,https://www.economist.com/china/2022/06/09/the-hotheads-who-could-start-a-cold-war,2022-06-09T14:50:00Z,China’s deep distrust of America and the West is making it reckless,It is almost too polite to call the deepening rivalry between China and the American-led West a new cold war. The original cold war between America and the Soviet Union was grimly rational: a nuclear… [+6142 chars]
China’s diplomats are trying to broker peace in foreign conflicts,https://www.economist.com/china/2022/06/16/chinas-diplomats-are-trying-to-broker-peace-in-foreign-conflicts,2022-06-16T14:07:53Z,Just don’t expect them to propose solutions,"Soon after Russia began its latest invasion of Ukraine, the European Unions foreign-policy chief, Josep Borrell, told a Spanish newspaper that there was no alternative. The eu and America could not a… [+5770 chars]"
Russia’s invasion of Ukraine has eroded the nuclear taboo,https://www.economist.com/briefing/2022/06/02/russias-invasion-of-ukraine-has-eroded-the-nuclear-taboo,2022-06-02T09:59:01Z,This war is unlikely to go nuclear. But it is increasing the risk that future conflicts will,"In 1999 nina tannenwald, a political scientist at Brown University, wrote a paper analysing something she had observed among generals, politicians and strategists: the nuclear taboo. This was not, sh… [+16173 chars]"
North Korea test-fires salvo of short-range missiles...,https://apnews.com/article/joint-chiefs-of-staff-south-korea-north-government-and-politics-86e581d6ec0f4c70f06320660775b8ec,2022-06-05T13:52:38Z,"SEOUL, South Korea (AP) — North Korea test-fired a barrage of short-range ballistic missiles from multiple locations toward the sea on Sunday, South Korea’s military said, extending a provocative streak in weapons demonstrations this year that U.S.","SEOUL, South Korea (AP) North Korea test-fired a barrage of short-range ballistic missiles from multiple locations toward the sea on Sunday, South Koreas military said, extending a provocative streak… [+6205 chars]"
No nukes? War will shape globe's arsenals...,https://apnews.com/article/russia-ukraine-middle-east-africa-south-korea-persian-gulf-tensions-8c6bd3929ee3fe407ea9627168fc6132,2022-06-21T11:52:38Z,"No nukes? War will shape globe's arsenals...

 
 
 
 (First column, 11th story, link)

 

 

 
 Related stories:Zelenskiy defiant as Russia intensifies attacks on eastern cities, seizes territory...
Putin vows to build new world order...
TELEGRAM encryp…","The headlines on the newsstands in Seoul blared fresh warnings of a possible nuclear test by North Korea. 
Out on the sidewalks, 28-year-old office worker Lee Jae Sang already had an opinion about h… [+8098 chars]"
"Inflation sparks global wave of protests for higher pay, aid...",https://apnews.com/article/inflation-middle-east-africa-56399743fe9ad28692c88c007bb901d6,2022-06-25T13:37:37Z,"Rising food costs . Soaring fuel bills. Wages that are not keeping pace. Inflation is plundering people's wallets, sparking a wave of protests and workers’ strikes around the world.","Rising food costs. Soaring fuel bills. Wages that are not keeping pace. Inflation is plundering peoples wallets, sparking a wave of protests and workers strikes around the world. 
This week alone sa… [+6456 chars]"
"US, S. Korea fly 20 fighter jets amid N. Korea tensions - The Associated Press",https://apnews.com/article/russia-ukraine-seoul-south-korea-north-c06b567810e29c38177171e651ea4e8a,2022-06-07T06:22:30Z,"SEOUL, South Korea (AP) — The South Korean and U.S. militaries flew 20 fighter jets over waters off South Korea's western coast Tuesday in a continued show of force as a senior U.S. official warned of a forceful response if North Korea goes ahead with its fir…","SEOUL, South Korea (AP) The South Korean and U.S. militaries flew 20 fighter jets over waters off South Koreas western coast Tuesday in a continued show of force as a senior U.S. official warned of a… [+5981 chars]"
"As summit host, Spain urges NATO to watch its southern flank - The Associated Press - en Español",https://apnews.com/article/russia-ukraine-nato-putin-politics-africa-8d301dc9f64bcf5ce124a4744eb32ad1,2022-06-26T07:14:09Z,"BARCELONA, Spain (AP) — While Russia’s invasion of Ukraine is certain to dominate an upcoming NATO summit in Madrid, Spain and other member nations are quietly pushing the Western alliance to consider how mercenaries aligned with Russian President Vladimir Pu…","BARCELONA, Spain (AP) While Russias invasion of Ukraine is certain to dominate an upcoming NATO summit in Madrid, Spain and other member nations are quietly pushing the Western alliance to consider h… [+6940 chars]"
Transcript of AP interview with President Joe Biden - The Associated Press - en Español,https://apnews.com/article/biden-ap-interview-transcript-fefb405f8383c6fdb4674eef9706fd65,2022-06-17T00:10:54Z,WASHINGTON (AP) — A transcript of an Oval Office interview Thursday with President Joe Biden  by AP White House reporter Josh Boak.,"WASHINGTON (AP) A transcript of an Oval Office interview Thursday with President Joe Biden by AP White House reporter Josh Boak. Where the audio recording of the interview is unclear, ellipses or a n… [+24556 chars]"
"US, S. Korea fire missiles to sea, matching North's launches - The Associated Press - en Español",https://apnews.com/article/joint-chiefs-of-staff-south-korea-north-pyongyang-213c15e68a41ff39ee33e522766a7f01,2022-06-06T01:57:47Z,"<ol><li>US, S. Korea fire missiles to sea, matching North's launches  The Associated Press - en Español
</li><li>S.Korea, U.S. launch eight missiles in response to N.Korea missile tests  Yahoo News
</li><li>North Korea fires volley of missiles after US, Sou…","SEOUL, South Korea (AP) The U.S. and South Korean militaries launched eight ballistic missiles into the sea Monday in a show of force matching a North Korean missile display a day earlier that extend… [+4864 chars]"
"Most land mine use by US military banned, except for Korea - The Associated Press - en Español",https://apnews.com/article/russia-ukraine-biden-land-mines-government-and-politics-5fd33b609ba1818b7186817dbc76f1e0,2022-06-21T14:37:04Z,"WASHINGTON (AP) — President Joe Biden's administration announced Tuesday that it would restrict the use of anti-personnel land mines  by the U.S. military, aligning the country's policy more closely with an international treaty banning the deadly explosives.","WASHINGTON (AP) President Joe Bidens administration announced Tuesday that it would restrict the use of anti-personnel land mines by the U.S. military, aligning the countrys policy more closely with … [+3605 chars]"
China and Russia defend North Korea vetoes in first at UN - The Associated Press - en Español,https://apnews.com/e434caaa0cb3193d4c4b1058828fe507,2022-06-08T19:30:05Z,UNITED NATIONS (AP) — China and Russia defended their vetoes of a strongly backed U.S resolution that would have imposed tough new sanctions on North Korea at a first-ever General Assembly meeting Wednesday that is now required for any measure that sparks a v…,UNITED NATIONS (AP) China and Russia defended their vetoes of a strongly backed U.S resolution that would have imposed tough new sanctions on North Korea at a first-ever General Assembly meeting Wedn… [+5084 chars]
Seoul: North Korea fires suspected artillery pieces into sea,https://apnews.com/93aa9ff2c3d0c5985ec71f46b7f42206,2022-06-12T14:57:34Z,South Korea says North Korea has test-fired suspected artillery pieces into the sea. South Korea’s Joint Chiefs of Staff says it detected several flight trajectories believed to be North Korean artillery on Sunday. It says South Korea maintains a firm…,"By HYUNG-JIN KIM - Associated Press
SEOUL, South Korea (AP) North Korea test-fired suspected artillery pieces into the sea on Sunday, South Koreas military said, days after North Korean leader Kim J… [+2390 chars]"
US levels new sanctions after North Korea missile launches,https://apnews.com/a686c143b2149df185198f99f4470215,2022-05-27T15:19:07Z,"The U.S. is targeting two Russian banks in sanctions over their alleged support for North Korea’s nuclear and ballistic missile programs. Friday's Treasury Department sanctions followed three new ballistic missile launches by North Korea on Tuesday, including…","By ELLEN KNICKMEYER - Associated Press
WASHINGTON (AP) The U.S. targeted two Russian banks Friday as part of new sanctions over alleged support for North Korea and its nuclear and ballistic missile … [+1598 chars]"
North Korea opens major party meeting amid nuke test signs,https://apnews.com/0577a7be59bd9848e228ebbbc26f282f,2022-06-08T23:07:00Z,"North Korean leader Kim Jong Un has convened a key political conference where he’s expected to review major state affairs, including a fight against COVID-19, and possibly address external relations with Washington and Seoul amid revived nuclear brinkmanship.…","North Korean leader Kim Jong Un has convened a key political conference where hes expected to review major state affairs, including a fight against COVID-19, and possibly address external relations w… [+4392 chars]"
EXPLAINER: Is North Korea moving nukes to its border?,https://apnews.com/2784763c3be3b1331432268338eb0799,2022-06-24T10:35:37Z,North Korea’s possible decision to deploy tactical nuclear weapons along its border with South Korea that could reach Seoul and U.S. forces stationed in the country in minutes could be a game changer in the standoff between Kim Jong Un…,"By HYUNG-JIN KIM AND KIM TONG-HYUNG - Associated Press
SEOUL, South Korea (AP) Is North Korea preparing to deploy tactical nuclear weapons along its tense border with rival South Korea, which is onl… [+7180 chars]"
N. Korea's talks of new army duties suggest nuke deployment,https://apnews.com/ff09b62588897c38c5e59988dec2866c,2022-06-23T00:46:19Z,North Korea's military leaders have discussed assigning additional operational duties to front-line army units. The discussions suggest North Korea may want to deploy battlefield nuclear weapons targeting South Korea along the rivals’ tense border. The Korean…,"By HYUNG-JIN KIM - Associated Press
SEOUL, South Korea (AP) North Korea discussed assigning additional duties to its frontline army units at a key military meeting, state media said Thursday, a sugg… [+4186 chars]"
Seoul: No evidence slain official tried to defect to N Korea,https://apnews.com/1dee6ca33b8f24eb4785129f13f4872d,2022-06-16T09:05:19Z,South Korea’s new conservative government says there is no evidence that a South Korean official slain by North Korea near the rivals’ disputed sea boundary in 2020 had intended to defect to the North. Thursday's announcement by the government of…,"By HYUNG-JIN KIM - Associated Press
SEOUL, South Korea (AP) Overturning its predecessors assessment, South Koreas new conservative government said Thursday there is no evidence that a South Korean o… [+4653 chars]"
US official vows 'forceful response' if N. Korea tests nuke,https://apnews.com/c06b567810e29c38177171e651ea4e8a,2022-06-07T04:55:15Z,The U.S. deputy secretary of state warned of a forceful response if North Korea carries out its first nuclear test explosion in nearly five years. Wendy Sherman traveled Tuesday to Seoul to meet with South Korean and Japanese allies and…,"By KIM TONG-HYUNG - Associated Press
SEOUL, South Korea (AP) U.S. Deputy Secretary of State Wendy Sherman on Tuesday warned of a forceful response if North Korea carries out its first nuclear test e… [+4895 chars]"
N. Korea reports another disease outbreak amid COVID-19 wave,https://apnews.com/eea9f8418796546ce046102a71cde0c6,2022-06-16T05:26:35Z,North Korea has reported the outbreak of another infectious disease in addition to its ongoing wave of COVID-19. State media said Thursday that leader Kim Jong Un donated his private medicines to those stricken with the new disease this week.…,"By HYUNG-JIN KIM - Associated Press
SEOUL, South Korea (AP) North Korea on Thursday reported the eruption of another infectious disease in addition to its ongoing COVID-19 outbreak, saying leader Ki… [+4192 chars]"
US Pacific admiral: Ties with Japan key to regional security,https://apnews.com/cfb43a107afb4ab2a2fd75567e7de879,2022-06-24T06:17:53Z,"The U.S. Navy’s top commander in the Pacific and the Japanese defense minister say that close cooperation between their naval forces is more important than ever in the region amid rising tensions over China, North Korea and Russia. Defense Minister…","By HARUKA NUGA - Associated Press
TOKYO (AP) The U.S. Navys top commander in the Pacific and the Japanese defense minister on Friday said that close cooperation between their naval forces is more im… [+1893 chars]"
S. Korea runs 1st successful homegrown space rocket launch,https://apnews.com/44011f0cc03855f55236f4e7b078e806,2022-06-21T10:38:59Z,South Korea says it has successfully launched its first homegrown space rocket. The Science Ministry says the three-stage Nuri rocket succeeded Tuesday in releasing and placing its functioning “performance verification” satellite at a desired altitude of 435 …,"By HYUNG-JIN KIM - Associated Press
SEOUL, South Korea (AP) South Korea successfully launched its first homegrown space rocket on Tuesday, officials said, a triumph that boosted the countrys growing… [+5609 chars]"
N. Korea moves to soften curbs amid doubts over COVID counts,https://apnews.com/222a8eed52084638243435808b300010,2022-05-29T02:52:49Z,North Korean leader Kim Jong Un and other top officials have discussed revising stringent anti-epidemic restrictions as they maintain a widely disputed claim that the country’s first COVID-19 outbreak is slowing. The discussion at the North’s Politburo meetin…,"By HYUNG-JIN KIM - Associated Press
SEOUL, South Korea (AP) North Korean leader Kim Jong Un and other top officials discussed revising stringent anti-epidemic restrictions during a meeting Sunday, s… [+2609 chars]"
"UN elects new council members including Japan, Switzerland",https://apnews.com/2e1bfa183a2fb47c0d85801f2ebaa867,2022-06-10T02:42:05Z,"U.N. member nations have elected Ecuador, Japan, Malta, Mozambique and Switzerland to join the powerful U.N. Security Council. The selections occurred with no suspense or drama because all five were unopposed. Winning a seat on the 15-member Security Council …","By EDITH M. LEDERER - Associated Press
UNITED NATIONS (AP) U.N. member nations elected five countries to join the powerful U.N. Security Council on Thursday with no suspense or drama because all wer… [+2788 chars]"
"77 years after battle's end, Okinawa wants US base reduced",https://apnews.com/d4d32485aada280f45815003838ab951,2022-06-23T06:35:30Z,Okinawa is marking the 77th anniversary of the end of one of harshest World War II battles fought on the southern islands. Its Governor Denny Tamaki is calling for further reduction of the U.S. military presence there amid growing fear…,"By MARI YAMAGUCHI - Associated Press
TOKYO (AP) Okinawa Governor Denny Tamaki is marking the 77th anniversary Thursday of the end of one of harshest World War II battles fought on the southern islan… [+3028 chars]"
"Today in History: June 13, Johnson nominates Marshall",https://apnews.com/2f3417f5ab6464067e60ed4b9bcbd107,2022-06-13T04:00:08Z,Today in History,"Today in History
Today is Monday, June 13, the 164th day of 2022. There are 201 days left in the year.
Todays Highlight in History:
On June 13, 1967, President Lyndon B. Johnson nominated Solicito… [+5405 chars]"
"Today in History: June 25, Anne Frank's diary published",https://apnews.com/6c8885f918fff633a9d8fe14e9ea2f76,2022-06-25T04:00:08Z,Today in History,"Today in History
Today is Saturday, June 25, the 176th day of 2022. There are 189 days left in the year.
Todays Highlight in History:
On June 25, 1876, Lt. Col. Colonel George A. Custer and his 7t… [+5524 chars]"
Japan PM's cautious course sets up potential long-term rule,https://apnews.com/ffd97263d238b655481f3a44228f741b,2022-06-16T01:04:52Z,"Japanese Prime Minister Fumio Kishida, despite an underwhelming start eight months ago, is enjoying surprising popularity by playing it safe as the public's worries about the coronavirus and global conflicts ease. He has achieved few policy goals, but has als…","By MARI YAMAGUCHI - Associated Press
TOKYO (AP) Japanese Prime Minister Fumio Kishida did not look like he'd last long when he took office eight months ago.
He was seen as nice, but indecisive and … [+5819 chars]"
"Ford plans to add 6,200 jobs in Ohio, Michigan and Missouri",https://apnews.com/2f21c99f576e7ab9c5be2221e1d557cf,2022-06-02T13:19:57Z,"Ford will add 6,200 factory jobs in Michigan, Missouri and Ohio as it prepares to build more electric vehicles and roll out two redesigned combustion-engine models. The company says it will invest $3.7 billion in the three states, and it…","By TOM KRISHER - AP Auto Writer
DETROIT (AP) Ford will add 6,200 factory jobs in Michigan, Missouri and Ohio as it prepares to build more electric vehicles and roll out two redesigned combustion-eng… [+4630 chars]"
Transcript of AP interview with President Joe Biden,https://apnews.com/fefb405f8383c6fdb4674eef9706fd65,2022-06-16T23:15:42Z,A transcript of an Oval Office interview Thursday with President Joe Biden by AP White House reporter Josh Boak.,"WASHINGTON (AP) A transcript of an Oval Office interview Thursday with President Joe Biden by AP White House reporter Josh Boak. Where the audio recording of the interview is unclear, ellipses or a n… [+24849 chars]"
'It always wins': North Korea may declare COVID-19 victory,https://apnews.com/06ad05d9a9678a3825da5766323a9a35,2022-06-21T01:24:04Z,"Only a month after North Korea acknowledged a COVID-19 outbreak was sickening its people, the country may be preparing to declare victory. The daily updates from state-controlled media say cases are plummeting. Its propaganda insists North Korea has avoided m…","By HYUNG-JIN KIM - Associated Press
SEOUL, South Korea (AP) It's only been a month since North Korea acknowledged having an COVID-19 outbreak, after steadfastly denying any cases for more than two y… [+7090 chars]"
North Korea test-fires missile amid signs of nuclear test,https://apnews.com/86e581d6ec0f4c70f06320660775b8ec,2022-06-05T00:33:50Z,"South Korea’s military says North Korea has test-fired at least one unidentified ballistic missile toward the sea, extending a provocative streak in weapons demonstrations this year that U.S. and South Korean officials say may culminate with a nuclear test ex…","SEOUL, South Korea (AP) South Koreas military says North Korea has test-fired at least one unidentified ballistic missile toward the sea, extending a provocative streak in weapons demonstrations this… [+1043 chars]"
Seoul: No evidence slain official tried to defect to N Korea,https://apnews.com/1dee6ca33b8f24eb4785129f13f4872d,2022-06-16T09:05:19Z,South Korea’s new conservative government says there is no evidence that a South Korean official slain by North Korea near the rivals’ disputed sea boundary in 2020 had intended to defect to the North. Thursday's announcement by the government of…,"By HYUNG-JIN KIM - Associated Press
SEOUL, South Korea (AP) Overturning its predecessors assessment, South Koreas new conservative government said Thursday there is no evidence that a South Korean o… [+3460 chars]"
North Korean leader reaffirms arms buildup in party meeting,https://apnews.com/f301ca5264f6c961227cae7448334ef2,2022-06-10T23:40:36Z,"North Korean leader Kim Jong Un has doubled down on his arms buildup in face of what he described as an aggravating security environment. Meanwhile, he concluded a major political conference that came as U.S. and South Korean officials said…","SEOUL, South Korea (AP) North Korean leader Kim Jong Un doubled down on his arms buildup in face of what he described as an aggravating security environment as he concluded a major political conferen… [+3132 chars]"
North Korean leader convenes military meeting amid tensions,https://apnews.com/f720d5ca468533a204234ceb0781b89a,2022-06-21T23:42:19Z,North Korean leader Kim Jong Un has called a meeting with his senior military officials to discuss national defense policies and plans for further arms buildup following a highly provocative run in ballistic missile testing this year that revived tensions…,"SEOUL, South Korea (AP) North Korean leader Kim Jong Un has called a meeting with his senior military officials to discuss national defense policies and plans for further arms buildup following a hig… [+2861 chars]"
